# Data source: 'C:\Sciebo_files\eegFloss_v1.0\0.eegFloss_v1.0_beta\sample_data\Zmax\sub01'.
# EEG signals' sampling rate: 256 Hz and (checked) duration: 484.5 minutes.
# EEG data usability was assessed by eegFloss v1.0 (GitHub.com/Niloy333/eegFloss)
# using eegUsability model: 'default (v1.0)' in 10-second epochs at 2025-07-06 15:51:50.
# Sleep scores were imported from 'DreamentoScorer.txt'; scoring was performed in 30-second epochs.
# This file contains aggregated sleep and usability scores based on the majority rule.
# Class labels: -1 = Unusable Data; 0-4 = W; N1; N2; N3; REM; 9 = placeholder; (or check 'DreamentoScorer.txt').
# <<<e>>><<<n>>><<<d>>><<<o>>><<<f>>><<<h>>><<<e>>><<<a>>><<<d>>><<<e>>><<<r>>>
Sleep_scores,Start_time_sec,End_time_sec
0,24990.00390625,25020.0
0,25020.00390625,25050.0
0,25050.00390625,25080.0
0,25080.00390625,25110.0
0,25110.00390625,25140.0
0,25140.00390625,25170.0
0,25170.00390625,25200.0
0,25200.00390625,25230.0
0,25230.00390625,25260.0
0,25260.00390625,25290.0
0,25290.00390625,25320.0
0,25320.00390625,25350.0
0,25350.00390625,25380.0
-1,25380.00390625,25410.0
-1,25410.00390625,25440.0
-1,25440.00390625,25470.0
-1,25470.00390625,25500.0
-1,25500.00390625,25530.0
-1,25530.00390625,25560.0
-1,25560.00390625,25590.0
-1,25590.00390625,25620.0
-1,25620.00390625,25650.0
-1,25650.00390625,25680.0
-1,25680.00390625,25710.0
-1,25710.00390625,25740.0
-1,25740.00390625,25770.0
-1,25770.00390625,25800.0
-1,25800.00390625,25830.0
-1,25830.00390625,25860.0
-1,25860.00390625,25890.0
-1,25890.00390625,25920.0
-1,25920.00390625,25950.0
-1,25950.00390625,25980.0
-1,25980.00390625,26010.0
-1,26010.00390625,26040.0
-1,26040.00390625,26070.0
-1,26070.00390625,26100.0
-1,26100.00390625,26130.0
-1,26130.00390625,26160.0
-1,26160.00390625,26190.0
-1,26190.00390625,26220.0
-1,26220.00390625,26250.0
-1,26250.00390625,26280.0
-1,26280.00390625,26310.0
-1,26310.00390625,26340.0
-1,26340.00390625,26370.0
-1,26370.00390625,26400.0
-1,26400.00390625,26430.0
-1,26430.00390625,26460.0
-1,26460.00390625,26490.0
-1,26490.00390625,26520.0
-1,26520.00390625,26550.0
-1,26550.00390625,26580.0
-1,26580.00390625,26610.0
-1,26610.00390625,26640.0
-1,26640.00390625,26670.0
-1,26670.00390625,26700.0
-1,26700.00390625,26730.0
-1,26730.00390625,26760.0
-1,26760.00390625,26790.0
-1,26790.00390625,26820.0
-1,26820.00390625,26850.0
-1,26850.00390625,26880.0
-1,26880.00390625,26910.0
-1,26910.00390625,26940.0
-1,26940.00390625,26970.0
-1,26970.00390625,27000.0
-1,27000.00390625,27030.0
-1,27030.00390625,27060.0
-1,27060.00390625,27090.0
-1,27090.00390625,27120.0
-1,27120.00390625,27150.0
-1,27150.00390625,27180.0
-1,27180.00390625,27210.0
-1,27210.00390625,27240.0
-1,27240.00390625,27270.0
-1,27270.00390625,27300.0
-1,27300.00390625,27330.0
-1,27330.00390625,27360.0
-1,27360.00390625,27390.0
-1,27390.00390625,27420.0
-1,27420.00390625,27450.0
-1,27450.00390625,27480.0
-1,27480.00390625,27510.0
-1,27510.00390625,27540.0
-1,27540.00390625,27570.0
-1,27570.00390625,27600.0
-1,27600.00390625,27630.0
-1,27630.00390625,27660.0
-1,27660.00390625,27690.0
-1,27690.00390625,27720.0
-1,27720.00390625,27750.0
-1,27750.00390625,27780.0
-1,27780.00390625,27810.0
-1,27810.00390625,27840.0
-1,27840.00390625,27870.0
-1,27870.00390625,27900.0
-1,27900.00390625,27930.0
-1,27930.00390625,27960.0
-1,27960.00390625,27990.0
-1,27990.00390625,28020.0
-1,28020.00390625,28050.0
-1,28050.00390625,28080.0
-1,28080.00390625,28110.0
-1,28110.00390625,28140.0
-1,28140.00390625,28170.0
-1,28170.00390625,28200.0
-1,28200.00390625,28230.0
-1,28230.00390625,28260.0
-1,28260.00390625,28290.0
-1,28290.00390625,28320.0
-1,28320.00390625,28350.0
-1,28350.00390625,28380.0
-1,28380.00390625,28410.0
-1,28410.00390625,28440.0
-1,28440.00390625,28470.0
-1,28470.00390625,28500.0
-1,28500.00390625,28530.0
-1,28530.00390625,28560.0
-1,28560.00390625,28590.0
-1,28590.00390625,28620.0
-1,28620.00390625,28650.0
-1,28650.00390625,28680.0
-1,28680.00390625,28710.0
-1,28710.00390625,28740.0
-1,28740.00390625,28770.0
-1,28770.00390625,28800.0
-1,28800.00390625,28830.0
-1,28830.00390625,28860.0
-1,28860.00390625,28890.0
-1,28890.00390625,28920.0
-1,28920.00390625,28950.0
-1,28950.00390625,28980.0
-1,28980.00390625,29010.0
-1,29010.00390625,29040.0
-1,29040.00390625,29070.0
